sales,dayofmonth,dayofweek,month,shift_sales+1,shift_sales+2,shift_sales+3,shift_sales+4,shift_sales+5,shift_sales+6,shift_sales+7,shift_sales+8,shift_sales+9,shift_sales+10,shift_sales+11,shift_sales+12,shift_sales+13,shift_sales+14,daily_store_sales1,daily_store_sales2,daily_store_sales3,daily_store_sales4,daily_store_sales5,daily_store_sales6,daily_store_sales7,daily_store_sales8,daily_store_sales9,daily_store_sales10,daily_store_sales11,daily_store_sales12,daily_store_sales13,daily_store_sales14,daily_store_sales15,daily_store_sales16,daily_store_sales17,daily_store_sales18,daily_store_sales19,daily_store_sales20,daily_store_sales21,daily_store_sales22,daily_store_sales23,daily_store_sales24,daily_store_sales25,daily_store_sales26,daily_store_sales27,daily_store_sales28,daily_store_sales29,daily_store_sales30,mean_store_sales1,mean_store_sales2,mean_store_sales3,mean_store_sales4,mean_store_sales5,mean_store_sales6,mean_store_sales7,mean_store_sales8,mean_store_sales9,mean_store_sales10,mean_store_sales11,mean_store_sales12,mean_store_sales13,mean_store_sales14,mean_store_sales15,mean_store_sales16,mean_store_sales17,mean_store_sales18,mean_store_sales19,mean_store_sales20,mean_store_sales21,mean_store_sales22,mean_store_sales23,mean_store_sales24,mean_store_sales25,mean_store_sales26,mean_store_sales27,mean_store_sales28,mean_store_sales29,mean_store_sales30,shift_day+1,shift_day+2,shift_day+3,shift_day+4,shift_day+5,shift_day+6,shift_day+7,shift_day+8,shift_day+9,shift_day+10,shift_day+11,shift_day+12,shift_day+13,shift_day+14,shift_day+15,shift_day+16,shift_day+17,shift_day+18,shift_day+19,shift_day+20,shift_day+21,shift_day+22,shift_day+23,shift_day+24,shift_day+25,shift_day+26,shift_day+27,shift_day+28,shift_day+29,shift_day+30
341,23,0,2,538.0,490.0,500.0,457.0,416.0,438.0,344.0,535.0,505.0,467.0,400.0,401.0,409.0,355.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,19900.0,18772.0,17272.0,16457.0,16418.0,14069.0,21212.0,19820.0,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,39.8,37.544,34.544,32.914,32.836,28.138,42.424,39.64,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
448,24,1,2,341.0,538.0,490.0,500.0,457.0,416.0,438.0,344.0,535.0,505.0,467.0,400.0,401.0,409.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,19900.0,18772.0,17272.0,16457.0,16418.0,14069.0,21212.0,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,39.8,37.544,34.544,32.914,32.836,28.138,42.424,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
378,25,2,2,448.0,341.0,538.0,490.0,500.0,457.0,416.0,438.0,344.0,535.0,505.0,467.0,400.0,401.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,19900.0,18772.0,17272.0,16457.0,16418.0,14069.0,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,39.8,37.544,34.544,32.914,32.836,28.138,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
418,26,3,2,378.0,448.0,341.0,538.0,490.0,500.0,457.0,416.0,438.0,344.0,535.0,505.0,467.0,400.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,19900.0,18772.0,17272.0,16457.0,16418.0,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,39.8,37.544,34.544,32.914,32.836,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
511,27,4,2,418.0,378.0,448.0,341.0,538.0,490.0,500.0,457.0,416.0,438.0,344.0,535.0,505.0,467.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,19900.0,18772.0,17272.0,16457.0,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,39.8,37.544,34.544,32.914,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
488,28,5,2,511.0,418.0,378.0,448.0,341.0,538.0,490.0,500.0,457.0,416.0,438.0,344.0,535.0,505.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,19900.0,18772.0,17272.0,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,39.8,37.544,34.544,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
623,1,6,3,488.0,511.0,418.0,378.0,448.0,341.0,538.0,490.0,500.0,457.0,416.0,438.0,344.0,535.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,19900.0,18772.0,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,39.8,37.544,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
383,2,0,3,623.0,488.0,511.0,418.0,378.0,448.0,341.0,538.0,490.0,500.0,457.0,416.0,438.0,344.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,19900.0,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,39.8,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
495,3,1,3,383.0,623.0,488.0,511.0,418.0,378.0,448.0,341.0,538.0,490.0,500.0,457.0,416.0,438.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,23395.0,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,46.79,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
495,4,2,3,495.0,383.0,623.0,488.0,511.0,418.0,378.0,448.0,341.0,538.0,490.0,500.0,457.0,416.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,15583.0,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,31.166,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
533,5,3,3,495.0,495.0,383.0,623.0,488.0,511.0,418.0,378.0,448.0,341.0,538.0,490.0,500.0,457.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,18109.0,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,36.218,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
555,6,4,3,533.0,495.0,495.0,383.0,623.0,488.0,511.0,418.0,378.0,448.0,341.0,538.0,490.0,500.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,18129.0,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,36.258,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
570,7,5,3,555.0,533.0,495.0,495.0,383.0,623.0,488.0,511.0,418.0,378.0,448.0,341.0,538.0,490.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,19549.0,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,39.098,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
605,8,6,3,570.0,555.0,533.0,495.0,495.0,383.0,623.0,488.0,511.0,418.0,378.0,448.0,341.0,538.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,20807.0,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,41.614,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
427,9,0,3,605.0,570.0,555.0,533.0,495.0,495.0,383.0,623.0,488.0,511.0,418.0,378.0,448.0,341.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,22209.0,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,44.418,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
486,10,1,3,427.0,605.0,570.0,555.0,533.0,495.0,495.0,383.0,623.0,488.0,511.0,418.0,378.0,448.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,23586.0,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,47.172,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
474,11,2,3,486.0,427.0,605.0,570.0,555.0,533.0,495.0,495.0,383.0,623.0,488.0,511.0,418.0,378.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,15756.0,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,31.512,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
509,12,3,3,474.0,486.0,427.0,605.0,570.0,555.0,533.0,495.0,495.0,383.0,623.0,488.0,511.0,418.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,18379.0,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,36.758,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
531,13,4,3,509.0,474.0,486.0,427.0,605.0,570.0,555.0,533.0,495.0,495.0,383.0,623.0,488.0,511.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,18330.0,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,36.66,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
588,14,5,3,531.0,509.0,474.0,486.0,427.0,605.0,570.0,555.0,533.0,495.0,495.0,383.0,623.0,488.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,19513.0,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,39.026,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
659,15,6,3,588.0,531.0,509.0,474.0,486.0,427.0,605.0,570.0,555.0,533.0,495.0,495.0,383.0,623.0,26436.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,20586.0,52.872,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,41.172,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
457,16,0,3,659.0,588.0,531.0,509.0,474.0,486.0,427.0,605.0,570.0,555.0,533.0,495.0,495.0,383.0,28128.0,26436.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,22041.0,56.256,52.872,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,44.082,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0
471,17,1,3,457.0,659.0,588.0,531.0,509.0,474.0,486.0,427.0,605.0,570.0,555.0,533.0,495.0,495.0,18880.0,28128.0,26436.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,23276.0,37.76,56.256,52.872,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,46.552,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0
490,18,2,3,471.0,457.0,659.0,588.0,531.0,509.0,474.0,486.0,427.0,605.0,570.0,555.0,533.0,495.0,21806.0,18880.0,28128.0,26436.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,15509.0,43.612,37.76,56.256,52.872,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,31.018,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0
534,19,3,3,490.0,471.0,457.0,659.0,588.0,531.0,509.0,474.0,486.0,427.0,605.0,570.0,555.0,533.0,21819.0,21806.0,18880.0,28128.0,26436.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,18261.0,43.638,43.612,37.76,56.256,52.872,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,36.522,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0
550,20,4,3,534.0,490.0,471.0,457.0,659.0,588.0,531.0,509.0,474.0,486.0,427.0,605.0,570.0,555.0,23176.0,21819.0,21806.0,18880.0,28128.0,26436.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,18167.0,46.352,43.638,43.612,37.76,56.256,52.872,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,36.334,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0
562,21,5,3,550.0,534.0,490.0,471.0,457.0,659.0,588.0,531.0,509.0,474.0,486.0,427.0,605.0,570.0,25513.0,23176.0,21819.0,21806.0,18880.0,28128.0,26436.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,19773.0,51.026,46.352,43.638,43.612,37.76,56.256,52.872,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,39.546,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0
645,22,6,3,562.0,550.0,534.0,490.0,471.0,457.0,659.0,588.0,531.0,509.0,474.0,486.0,427.0,605.0,26611.0,25513.0,23176.0,21819.0,21806.0,18880.0,28128.0,26436.0,25084.0,23506.0,21864.0,21732.0,18575.0,28151.0,26729.0,24881.0,23536.0,21850.0,21866.0,18676.0,28266.0,21939.0,20709.0,19592.0,18161.0,18100.0,15493.0,23501.0,22021.0,20843.0,53.222,51.026,46.352,43.638,43.612,37.76,56.256,52.872,50.168,47.012,43.728,43.464,37.15,56.302,53.458,49.762,47.072,43.7,43.732,37.352,56.532,43.878,41.418,39.184,36.322,36.2,30.986,47.002,44.042,41.686,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0,3.0,2.0,1.0,0.0,6.0,5.0,4.0
